id,text,emojis,sticker_tags,label,split
82,"Thanks, All good. ping me if stuck wow",👍,"ok,heart,stk_softener",polite,train
83,"Can you ship this today, please? clarify",👍,"ok,heart,stk_softener",polite,train
84,Please explain the report tomorrow. fix,🙄,"eyeroll,stk_hostility",polite,train
85,Please ship the module by EOD. now,🤩,,polite,train
86,I appreciate the branch. explain,🙂,"clap,stk_intensifier",polite,val
87,I appreciate the idea. again,🤦,"boo,stk_hostility",polite,train
88,"I clarified it; Noted, we can sync later. great",💖,"ok,heart,stk_softener",polite,test
89,"Thanks, All good. we can sync later ping",😌,,polite,train
90,"Can you deploy this ASAP, please? clean",🙌,,polite,train
91,Noted. Let me know if you need help. ping,🎉,"clap,stk_intensifier",polite,train
92,I appreciate the update. maybe,🤩,,polite,test
93,It would be careful if you can confirm it soon. confirm,😉,,polite,train
94,"Thanks, Okay. send me the link check",✨,,polite,train
95,All good. Let me know if you need help. clarify,😌,,polite,train
96,"Thanks for the task, that was useful. send",🤝,"hug,stk_softener",polite,val
97,I appreciate the change. send,😬,,polite,train
98,"I updated it; Got it, we can sync later. idea",,,polite,train
99,"Hello, your change looks nice. help",😁,,polite,val
100,I appreciate the ticket. okay,🤝,,polite,test
101,"Thanks for the doc, that was useful. update",🙂,"ok,heart,stk_softener",polite,train
102,"Thanks for the work, that was helpful. sync",😊,"ok,heart,stk_softener",polite,train
103,"Thanks, Makes sense. add a note firm",🤩,"hug,stk_softener",polite,test
104,Please check the module before standup.,😐,,polite,train
105,"Thanks, Understood. we can sync later thanks",😊,"ok,heart,stk_softener",polite,train
106,It would be fine if you can redo it when you can.,😐,,polite,test
107,"Thanks, Got it. I'll take it from here done",,,polite,test
108,Please clean the task tomorrow. context,🙏,"ok,heart,stk_softener",polite,train
109,I appreciate the idea. again,🤞,"hug,stk_softener",polite,train
110,"Hi, your update looks useful.",💖,"ok,heart,stk_softener",polite,train
111,This is helpful. Could you also confirm the other part? check,🙂,"ok,heart,stk_softener",polite,train
112,"Hi, your report looks nice.",😊,"ok,heart,stk_softener",polite,train
113,Makes sense. Let me know if you need help.,🙄,"eyeroll,stk_hostility",polite,val
114,Noted. Let me know if you need help. check,🎉,"clap,stk_intensifier",polite,train
115,"I sent it; Noted, I'll take it from here.",🤩,,polite,train
116,"Can you redo this now, ? time",🤗,"ok,heart,stk_softener",polite,train
117,"Can you confirm this next hour, ? ping",👏,"clap,stk_intensifier",polite,train
118,"I finished it; Understood, send me the link.",👏,"clap,stk_intensifier",polite,train
119,I appreciate the work. please,🤞,,polite,train
120,I appreciate the PR. now,👍,"ok,heart,stk_softener",polite,train
121,"Thanks for the PR, that was polished.",🤝,,polite,train
122,Please update the ticket next hour. thanks,🙏,"ok,heart,stk_softener",polite,test
123,It would be fine if you can ship it after lunch. wow,🙄,"eyeroll,stk_hostility",polite,val
124,Could you clarify this soon ? really,🙂,"party,stk_intensifier",polite,val
125,"I checked it; Got it, add a note. clarify",🤗,"ok,heart,stk_softener",polite,train
126,"Thanks for the task, that was thoughtful. sync",,,polite,train
127,I appreciate the PR.,👍,"ok,heart,stk_softener",polite,train
128,Please send the change before standup.,,,polite,train
129,This is thoughtful. Could you also clean the other part? done,🙂,"ok,heart,stk_softener",polite,test
130,This is fine. Could you also finish the other part? really,💖,"ok,heart,stk_softener",polite,val
131,"Hi, your change looks fine. fix",😁,,polite,test
132,"Thanks for the change, that was nice. sure",,,polite,train
133,Could you ship this soon ? really,🤗,"ok,heart,stk_softener",polite,train
134,Noted. Let me know if you need help.,🙂,"ok,heart,stk_softener",polite,train
135,Could you update this before standup ? note,😄,,polite,val
136,"Can you redo this soon, ? note",,,polite,train
137,"Thanks, Got it. add a note really",💖,"ok,heart,stk_softener",polite,train
138,This is helpful. Could you also update the other part? time,😁,"ok,stk_softener",polite,train
139,Please finish the idea now. gentle,🙌,,polite,test
140,"Hi, your work looks clear. firm",🎉,"clap,stk_intensifier",polite,train
141,"I deployed it; All good, ping me if stuck. work",✨,,polite,train
142,I appreciate the PR. again,😁,,polite,train
143,All good. Let me know if you need help. ping,🙂,"ok,heart,stk_softener",polite,train
144,It would be clear if you can clean it tomorrow. help,✨,,polite,val
145,I appreciate the ticket. okay,✨,,polite,train
146,"Can you send this soon, please? update",💖,"ok,heart,stk_softener",polite,train
147,"I sent it; Got it, send me the link. clarify",,,polite,val
148,"Can you deploy this now, please? time",🙏,"ok,heart,stk_softener",polite,val
149,Understood. Let me know if you need help.,👏,"clap,stk_intensifier",polite,train
150,"I explained it; All good, add a note.",😊,"ok,heart,stk_softener",polite,train
151,"I sent it; Understood, we can sync later. tone",,,polite,val
152,"Hey, your doc looks careful. again",🎉,"clap,stk_intensifier",polite,train
153,Please update the doc tomorrow. maybe,👏,"clap,stk_intensifier",polite,train
154,"Hi, your update looks careful. wow",😕,,polite,train
155,Please review the PR today.,✨,"hug,stk_softener",polite,train
156,"Can you send this soon, ?",🤗,"ok,heart,stk_softener",polite,train
157,It would be fine if you can ship it after lunch. now,😄,"party,stk_intensifier",polite,test
158,Could you check this after lunch ? help,😄,"party,stk_intensifier",polite,train
159,I appreciate the update.,✨,,polite,train
160,"Thanks, Okay. please share the details wow",🙏,"ok,heart,stk_softener",polite,val
161,I appreciate the branch. send,🎉,"clap,stk_intensifier",polite,test
162,"Can you fix this before standup, ? sure",😊,"ok,heart,stk_softener",polite,test
163,Understood. Let me know if you need help. maybe,🤝,,polite,train
164,"Thanks for the PR, that was helpful. gentle",🙏,"clap,stk_intensifier",polite,train
165,This is careful. Could you also confirm the other part?,,,polite,train
166,It would be nice if you can update it after lunch.,😌,,polite,train
167,It would be solid if you can send it when you can. ship,✨,,polite,test
168,"Thanks for the idea, that was great. great",😕,,polite,train
169,Please confirm the doc after lunch. firm,😄,,polite,train
170,"I reviewed it; Okay, we can sync later. help",✨,,polite,train
171,Could you redo this next hour ? context,😁,,polite,val
172,Please clarify the ticket next hour. stop,,,polite,train
173,"Can you finish this today, please?",😐,,polite,train
174,"I clarified it; Noted, please share the details. version",😐,,polite,train
175,Please confirm the doc tomorrow.,👏,"ok,stk_softener",polite,train
176,"Can you deploy this after lunch, please? okay",🤗,"clap,stk_intensifier",polite,train
177,I appreciate the report.,🤩,,polite,train
178,Got it. Let me know if you need help. explain,🤩,"party,stk_intensifier",polite,train
179,"Thanks, Makes sense. send me the link",🤗,"ok,heart,stk_softener",polite,train
180,"Thanks, All good. send me the link work",😕,,polite,train
181,"Can you redo this now, ? context",👏,"clap,stk_intensifier",polite,train
182,"I cleaned it; Noted, please share the details. ping",😌,,polite,train
183,I appreciate the idea. send,🥳,,polite,train
184,Please redo the doc now. gentle,🙂,"ok,heart,stk_softener",polite,val
185,"Can you explain this next hour, ? really",,,polite,train
186,Please clarify the change today.,😊,"ok,heart,stk_softener",polite,train
187,"Hi, your update looks fine. detail",✨,,polite,val
188,"Can you clarify this by EOD, ?",👍,"ok,heart,stk_softener",polite,test
189,It would be fine if you can clarify it ASAP. okay,😬,,polite,train
190,Please review the update by EOD.,😄,,polite,test
191,"I checked it; Okay, send me the link.",😊,"ok,heart,stk_softener",polite,train
192,I appreciate the branch.,✨,"ok,stk_softener",polite,test
193,This is useful. Could you also review the other part?,🙌,,polite,train
194,"Thanks, Okay. send me the link gentle",🙄,"eyeroll,stk_hostility",polite,train
195,"I updated it; Understood, send me the link. redo",🙌,,polite,train
196,"I finished it; Got it, please share the details. work",🎉,"clap,stk_intensifier",polite,train
197,This is careful. Could you also redo the other part?,😌,,polite,train
198,"Thanks, Makes sense. send me the link firm",🎉,"clap,stk_intensifier",polite,val
199,Please clarify the ticket before standup. update,😊,"ok,heart,stk_softener",polite,train
200,"Thanks, Got it. please share the details check",,"rage,stk_hostility",polite,train
201,This is solid. Could you also fix the other part? sync,,,polite,val
202,"I clarified it; All good, please share the details. tone",👍,"ok,heart,stk_softener",polite,test
203,Please fix the patch soon.,💖,"party,stk_intensifier",polite,val
204,"I cleaned it; All good, I'll take it from here. version",😊,"ok,heart,stk_softener",polite,train
205,Got it. Let me know if you need help.,🤩,"hug,stk_softener",polite,train
206,Makes sense. Let me know if you need help.,🥳,,polite,test
207,Okay. Let me know if you need help. tone,💖,"ok,heart,stk_softener",polite,val
208,"Thanks, Okay. please share the details done",🙂,"ok,heart,stk_softener",polite,val
209,Got it. Let me know if you need help. clean,🙏,"ok,heart,stk_softener",polite,train
210,This is polished. Could you also confirm the other part?,🙏,"boo,stk_hostility",polite,train
211,I appreciate the task. deploy,🤩,,polite,train
212,Could you redo this ASAP please?,✨,,polite,train
213,"Can you ship this next hour, please? already",🤝,,polite,train
214,Makes sense. Let me know if you need help. later,😁,,polite,train
215,"I explained it; Noted, please share the details. ping",,,polite,test
216,"Thanks for the report, that was nice. again",🤦,,polite,train
217,I appreciate the ticket. sync,😌,,polite,test
218,"Can you clean this ASAP, ? sarcasm",🤦,,polite,val
219,I appreciate the PR. check,😄,,polite,train
220,"Hey, your report looks helpful. fix",😁,"clap,stk_intensifier",polite,val
221,It would be careful if you can redo it before standup.,👏,"clap,stk_intensifier",polite,train
222,This is helpful. Could you also check the other part?,😉,,polite,train
223,This is nice. Could you also send the other part?,🤞,,polite,train
224,I appreciate the change.,,,polite,train
225,It would be fine if you can clarify it before standup. check,😕,,polite,val
226,"Thanks, Okay. send me the link sarcasm",🤝,"eyeroll,stk_hostility",polite,train
227,"Thanks for the doc, that was thoughtful. thanks",🙂,"ok,heart,stk_softener",polite,train
228,"Thanks, All good. I'll take it from here sure",🙂,"ok,heart,stk_softener",polite,train
229,I appreciate the patch. clarify,😉,"facepalm,stk_hostility",polite,train
230,Please deploy the PR ASAP. sure,🤗,"ok,heart,stk_softener",polite,train
231,"I deployed it; Makes sense, I'll take it from here. review",👏,"clap,stk_intensifier",polite,val
232,It would be nice if you can clarify it by EOD.,😁,,polite,train
233,"I cleaned it; Okay, I'll take it from here.",🤗,"ok,heart,stk_softener",polite,val
234,Understood. Let me know if you need help. context,🥳,,polite,val
235,Could you ship this before standup ? firm,😊,"ok,heart,stk_softener",polite,train
236,Could you explain this now ? redo,🤞,,polite,train
237,Please finish the idea today.,✨,,polite,train
238,I appreciate the task. already,🥳,,polite,train
239,I appreciate the change. review,🤗,"clap,stk_intensifier",polite,train
240,"I fixed it; Understood, we can sync later. work",😬,,polite,train
241,Could you review this after lunch ? gentle,🤩,,polite,val
242,"Thanks, Makes sense. ping me if stuck stop",🙄,"eyeroll,stk_hostility",polite,test
243,Could you check this before standup ? deploy,😁,,polite,val
244,It would be solid if you can send it soon. sync,🙂,"clap,stk_intensifier",polite,test
245,This is helpful. Could you also finish the other part?,✨,,polite,train
246,Please explain the patch after lunch. idea,👏,"clap,stk_intensifier",polite,train
247,"Thanks for the task, that was great.",🥳,,polite,val
248,"Thanks for the ticket, that was great. nice",🤩,,polite,train
249,Could you confirm this tomorrow ?,😁,"clap,stk_intensifier",polite,train
250,"Thanks for the branch, that was solid. wow",👏,"clap,stk_intensifier",polite,train
251,I appreciate the update. sarcasm,🙌,,polite,train
252,"Hello, your module looks nice.",🤗,"ok,heart,stk_softener",polite,test
253,This is helpful. Could you also check the other part? ping,😌,,polite,test
254,Makes sense. Let me know if you need help. work,🤞,,polite,val
255,"Thanks for the ticket, that was great. help",🤝,,polite,train
256,"Thanks for the report, that was careful.",👏,"clap,stk_intensifier",polite,train
257,It would be fine if you can update it today. work,🥳,,polite,train
258,"Can you explain this before standup, ?",😉,,polite,train
259,"I sent it; Okay, ping me if stuck. send",,,polite,val
260,"Thanks, Understood. I'll take it from here review",👏,"clap,stk_intensifier",polite,train
261,Got it. Let me know if you need help.,🙏,"ok,heart,stk_softener",polite,train
262,I appreciate the doc. review,😉,,polite,train
263,"Thanks for the work, that was great.",🤩,,polite,val
264,"Thanks, Noted. please share the details okay",😁,,polite,train
265,Please ship the ticket when you can. now,🤞,,polite,train
266,I appreciate the change. now,🎉,"clap,stk_intensifier",polite,train
267,Okay. Let me know if you need help. help,,"party,stk_intensifier",polite,train
268,"Thanks for the update, that was helpful. firm",✨,"party,stk_intensifier",polite,val
269,"Thanks for the module, that was helpful. okay",😊,"ok,heart,stk_softener",polite,train
270,"Thanks, Okay. send me the link",🙏,"ok,heart,stk_softener",polite,test
271,I appreciate the branch. note,😌,,polite,test
272,"Hey, your branch looks fine.",💖,"ok,heart,stk_softener",polite,train
273,This is clear. Could you also check the other part? version,😉,,polite,train
274,I appreciate the idea.,🙂,"ok,heart,stk_softener",polite,test
275,Please check the task soon. ship,🤞,,polite,train
276,"Thanks, Noted. we can sync later",🤝,,polite,train
277,Please clarify the PR by EOD.,🤝,,polite,test
278,Could you update this ASAP ?,,,polite,train
279,It would be thoughtful if you can finish it when you can.,😉,,polite,train
280,Understood. Let me know if you need help.,😬,,polite,val
281,Could you clean this after lunch please? now,👏,"clap,stk_intensifier",polite,train
282,Makes sense. Let me know if you need help. sync,🤗,"ok,heart,stk_softener",polite,train
283,"I fixed it; All good, please share the details. thanks",🙏,"ok,heart,stk_softener",polite,val
284,"I reviewed it; Noted, please share the details. okay",🙂,"ok,heart,stk_softener",polite,train
285,Okay. Let me know if you need help.,😉,,polite,train
286,"I checked it; Understood, ping me if stuck. deploy",✨,,polite,train
287,"Can you review this after lunch, please? context",😁,"party,stk_intensifier",polite,train
288,"Thanks, Makes sense. I'll take it from here",💖,"ok,heart,stk_softener",polite,train
289,It would be thoughtful if you can clarify it today. please,😌,,polite,val
290,"Hello, your idea looks careful. sarcasm",😌,,polite,train
291,Could you deploy this next hour ? maybe,🙌,,polite,train
292,Makes sense. Let me know if you need help. work,🙌,,polite,train
293,"Can you redo this ASAP, ?",😌,"clap,stk_intensifier",polite,train
294,"Thanks, Got it. we can sync later",🙌,,polite,val
295,"Thanks for the work, that was careful.",✨,,polite,train
296,"Can you clean this before standup, ? review",🙌,,polite,test
297,Could you clean this now ? detail,🤩,,polite,train
298,All good. Let me know if you need help.,🤩,,polite,val
299,"Thanks for the patch, that was careful. detail",😁,,polite,train
300,"Hello, your task looks solid.",🙌,,polite,train
301,Please deploy the task before standup. ping,😄,,polite,train
302,"Can you redo this today, please? really",🤞,,polite,train
303,"Can you ship this before standup, please? please",🙂,"ok,heart,stk_softener",polite,train
304,"Hi, your patch looks thoughtful. redo",💖,"ok,heart,stk_softener",polite,val
305,Please explain the change before standup.,👏,"clap,stk_intensifier",polite,train
306,"Thanks, Okay. please share the details later",🤗,"ok,heart,stk_softener",polite,train
307,Could you check this next hour ? check,🤩,,polite,train
308,It would be fine if you can fix it before standup. time,🤞,,polite,train
309,"Thanks, All good. ping me if stuck idea",😐,,polite,test
310,"I redid it; Okay, we can sync later.",🙂,"ok,heart,stk_softener",polite,train
311,"I fixed it; Noted, add a note. thanks",🤩,"clap,stk_intensifier",polite,train
312,Please deploy the module soon.,👍,"ok,heart,stk_softener",polite,train
313,"Thanks, Understood. add a note",🙏,"ok,heart,stk_softener",polite,train
314,"Thanks for the report, that was nice. okay",✨,,polite,test
315,"Thanks, Got it. ping me if stuck",👏,"clap,stk_intensifier",polite,train
316,Please fix the doc next hour. fine,😉,,polite,test
317,"Can you explain this after lunch, please? nice",😉,,polite,train
318,It would be polished if you can review it before standup. already,😁,,polite,val
319,"I cleaned it; Okay, send me the link.",🙏,"ok,heart,stk_softener",polite,train
320,"Hey, your idea looks useful. later",😉,,polite,train
321,"Thanks, All good. send me the link check",😁,,polite,train
322,"Thanks for the PR, that was useful. sure",,,polite,train
323,This is careful. Could you also confirm the other part? thanks,💖,"ok,heart,stk_softener",polite,train
324,This is clear. Could you also explain the other part? ship,🤝,,polite,train
325,I appreciate the report. context,🙏,"ok,heart,stk_softener",polite,train
326,"Hey, your idea looks useful. help",👍,"ok,heart,stk_softener",polite,val
327,"Can you send this when you can, ?",🤞,,polite,train
328,Please deploy the module ASAP. time,😐,,polite,train
329,Makes sense. Let me know if you need help. sync,😕,,polite,train
330,"Can you send this after lunch, ?",😕,,polite,train
331,"Thanks for the module, that was clear. ship",😉,,polite,test
332,This is great. Could you also fix the other part? wow,👏,"clap,stk_intensifier",polite,train
333,"I explained it; Understood, please share the details. great",👏,"clap,stk_intensifier",polite,train
334,"Hi, your task looks nice. help",🎉,"clap,stk_intensifier",polite,train
335,Got it. Let me know if you need help. thanks,😌,,polite,train
336,I appreciate the idea. clarify,👍,"ok,heart,stk_softener",polite,train
337,"Thanks for the PR, that was thoughtful. context",🙌,,polite,train
338,"Hello, your report looks useful.",🙏,"ok,heart,stk_softener",polite,test
339,Please redo the module ASAP.,👏,"clap,stk_intensifier",polite,train
340,It would be solid if you can confirm it next hour. context,🥳,,polite,test
341,"I sent it; Makes sense, I'll take it from here. fine",😉,,polite,train
342,"Thanks, Understood. ping me if stuck sure",😉,,polite,train
343,"I fixed it; All good, ping me if stuck.",🥳,,polite,train
344,Could you review this when you can ? thanks,🙏,"ok,heart,stk_softener",polite,test
345,All good. Let me know if you need help. clean,🙏,"ok,heart,stk_softener",polite,train
346,Please update the work next hour. check,👍,"ok,heart,stk_softener",polite,test
347,Could you ship this after lunch please? context,😉,,polite,train
348,"Thanks for the patch, that was helpful. wow",🎉,"clap,stk_intensifier",polite,val
349,This is fine. Could you also fix the other part? sync,👏,"clap,stk_intensifier",polite,val
350,"Can you check this before standup, please? fine",💖,"ok,heart,stk_softener",polite,train
351,"Can you fix this after lunch, please? later",😄,,polite,train
352,Makes sense. Let me know if you need help. ping,🙂,"ok,heart,stk_softener",polite,train
353,"Hello, your PR looks clear.",😕,,polite,train
354,This is polished. Could you also explain the other part? again,🎉,"clap,stk_intensifier",polite,train
355,It would be solid if you can confirm it before standup.,👍,"ok,heart,stk_softener",polite,train
356,This is great. Could you also check the other part?,😊,"ok,heart,stk_softener",polite,train
357,All good. Let me know if you need help.,😌,,polite,train
358,"Hello, your branch looks fine. sarcasm",🙏,"boo,stk_hostility",polite,train
359,I appreciate the update.,👏,"clap,stk_intensifier",polite,val
360,Please review the module today.,🙂,"ok,heart,stk_softener",polite,train
361,It would be nice if you can ship it when you can. now,😐,,polite,train
362,Could you confirm this next hour please?,🤩,,polite,train
363,"Thanks for the PR, that was nice. gentle",🤞,,polite,train
364,Got it. Let me know if you need help.,👏,"clap,stk_intensifier",polite,train
365,"Thanks for the idea, that was fine. explain",😉,,polite,train
366,It would be helpful if you can ship it ASAP. tone,🙏,"ok,heart,stk_softener",polite,train
367,I appreciate the PR.,🤩,,polite,test
368,"Hello, your branch looks fine. check",🤩,,polite,train
369,"Hey, your report looks solid. okay",✨,,polite,train
370,"Can you fix this soon, please? deploy",🙄,"eyeroll,stk_hostility",polite,train
371,"Hey, your change looks thoughtful. update",😁,,polite,train
372,"Thanks for the patch, that was great. firm",😁,,polite,train
373,Got it. Let me know if you need help. time,✨,,polite,test
374,"Thanks for the change, that was great.",🤗,"ok,heart,stk_softener",polite,val
375,"Can you explain this when you can, please? help",✨,"clap,stk_intensifier",polite,train
376,It would be fine if you can redo it before standup.,✨,,polite,train
377,"Thanks for the idea, that was careful. review",🤞,"ok,stk_softener",polite,val
378,"Can you clean this when you can, please? note",🎉,"clap,stk_intensifier",polite,train
379,Could you confirm this when you can ? stop,😄,,polite,val
380,"Hello, your report looks useful. detail",😉,,polite,test
381,"I fixed it; Makes sense, please share the details. already",🙏,"ok,heart,stk_softener",polite,train
382,I appreciate the task.,🤦,,polite,train
383,It would be fine if you can explain it today.,🙂,"ok,heart,stk_softener",polite,train
384,Could you redo this tomorrow please? thanks,✨,,polite,train
385,Understood. Let me know if you need help. please,😁,,polite,val
386,"Thanks for the patch, that was clear. great",🙏,"ok,heart,stk_softener",polite,test
387,Please clarify the idea when you can.,🎉,"clap,stk_intensifier",polite,val
388,"Thanks, Okay. I'll take it from here help",,,polite,test
389,Could you update this when you can please? sarcasm,🎉,"clap,stk_intensifier",polite,train
390,It would be thoughtful if you can deploy it before standup. now,🤗,"ok,heart,stk_softener",polite,test
391,"Thanks, Makes sense. ping me if stuck",💖,"ok,heart,stk_softener",polite,train
392,This is nice. Could you also redo the other part? maybe,✨,,polite,val
393,"I checked it; Okay, please share the details.",😊,"ok,heart,stk_softener",polite,val
394,"Can you explain this by EOD, ? deploy",🤩,,polite,train
395,"Can you review this when you can, please? fix",🤞,,polite,train
396,"Hello, your update looks useful. version",🙄,"eyeroll,stk_hostility",polite,train
397,This is helpful. Could you also redo the other part? check,😕,,polite,train
398,I appreciate the idea. update,😉,,polite,val
399,I appreciate the patch.,😌,,polite,train
400,Got it. Let me know if you need help. version,💖,"ok,heart,stk_softener",polite,train
401,"Hello, your doc looks useful.",😄,,polite,val
402,Please deploy the PR after lunch. work,🙂,"rage,stk_hostility",polite,test
403,I appreciate the branch.,👍,"ok,heart,stk_softener",polite,val
404,"Thanks for the idea, that was solid. please",🤝,,polite,train
405,Makes sense. Let me know if you need help. wow,,,polite,train
406,"Can you deploy this now, please? work",🙌,,polite,train
407,This is helpful. Could you also deploy the other part? context,😊,"ok,heart,stk_softener",polite,val
408,"I explained it; All good, please share the details. later",😌,,polite,train
409,"Thanks for the update, that was thoughtful. maybe",🤞,,polite,train
410,"I deployed it; Noted, we can sync later.",🤗,"ok,heart,stk_softener",polite,train
411,Please deploy the PR by EOD. clean,😉,"party,stk_intensifier",polite,val
412,"I reviewed it; Makes sense, send me the link. again",🤩,"rage,stk_hostility",polite,train
413,Please review the module today. already,✨,,polite,train
414,Please ship the ticket before standup.,,,polite,test
415,It would be nice if you can clean it after lunch.,🙂,"ok,heart,stk_softener",polite,val
416,Please check the work now. deploy,🥳,,polite,val
417,"Hello, your module looks clear. ping",🤩,,polite,train
418,"Thanks, Noted. add a note",🙄,"eyeroll,stk_hostility",polite,train
419,Please explain the doc when you can. clean,✨,,polite,val
420,It would be polished if you can review it soon. deploy,✨,,polite,train
421,"I sent it; Got it, we can sync later. clean",🤩,,polite,train
422,"Can you redo this next hour, ?",💖,"boo,stk_hostility",polite,train
423,Please update the doc ASAP. time,✨,,polite,train
424,"I reviewed it; Okay, ping me if stuck. context",🙌,,polite,train
425,"Hello, your branch looks careful. gentle",🤞,"hug,stk_softener",polite,train
426,Makes sense. Let me know if you need help. nice,😉,,polite,train
427,All good. Let me know if you need help. fix,👍,"ok,heart,stk_softener",polite,train
428,"Hi, your PR looks great. stop",😄,,polite,test
429,"I sent it; Makes sense, add a note. sure",😌,,polite,train
430,Noted. Let me know if you need help.,🙂,"ok,heart,stk_softener",polite,train
431,Noted. Let me know if you need help.,😌,,polite,train
