id,text,emojis,sticker_tags,label,split
74,"Thanks, All good. send me the link help",✨,confused,polite,train
75,"Thanks, Understood. send me the link nice",🥳,,polite,train
76,Please confirm the module soon. clean,😬,check,polite,train
77,"I updated it; Okay, send me the link. already",🤩,trophy,polite,train
78,"Thanks, Understood. please share the details clarify",👍,zzz,polite,train
79,"Can you redo this today, please?",😊,thumbs-side,polite,train
80,It would be polished if you can deploy it now. deploy,😕,,polite,train
81,This is fine. Could you also explain the other part? ping,💖,hug,polite,test
82,"Thanks, All good. ping me if stuck wow",👍,celebrate,polite,train
83,"Can you ship this today, please? clarify",👍,hearts,polite,train
84,Please explain the report tomorrow. fix,🙄,whistle,polite,train
85,Please ship the module by EOD. now,🤩,pointer,polite,train
86,I appreciate the branch. explain,🙂,applause,polite,val
87,I appreciate the idea. again,🤦,boo,polite,train
88,"I clarified it; Noted, we can sync later. great",💖,hourglass,polite,test
89,"Thanks, All good. we can sync later ping",😌,wave,polite,train
90,"Can you deploy this ASAP, please? clean",🙌,slow-clap,polite,train
91,Noted. Let me know if you need help. ping,🎉,lightbulb,polite,train
92,I appreciate the update. maybe,🤩,eyeroll-hard,polite,test
93,It would be careful if you can confirm it soon. confirm,😉,question,polite,train
94,"Thanks, Okay. send me the link check",✨,pointer,polite,train
95,All good. Let me know if you need help. clarify,😌,rainbow,polite,train
96,"Thanks for the task, that was useful. send",🤝,hug,polite,val
97,I appreciate the change. send,😬,bicep,polite,train
98,"I updated it; Got it, we can sync later. idea",,,polite,train
99,"Hello, your change looks nice. help",😁,victory,polite,val
100,I appreciate the ticket. okay,🤝,key,polite,test
101,"Thanks for the doc, that was useful. update",🙂,blush,polite,train
102,"Thanks for the work, that was helpful. sync",😊,blush,polite,train
103,"Thanks, Makes sense. add a note firm",🤩,hug,polite,test
104,Please check the module before standup.,😐,rainbow,polite,train
105,"Thanks, Understood. we can sync later thanks",😊,tada,polite,train
106,It would be fine if you can redo it when you can.,😐,battery,polite,test
107,"Thanks, Got it. I'll take it from here done",,drum,polite,test
108,Please clean the task tomorrow. context,🙏,hmm,polite,train
109,I appreciate the idea. again,🤞,hug,polite,train
110,"Hi, your update looks useful.",💖,idea,polite,train
111,This is helpful. Could you also confirm the other part? check,🙂,,polite,train
112,"Hi, your report looks nice.",😊,,polite,train
113,Makes sense. Let me know if you need help.,🙄,trophy,polite,val
114,Noted. Let me know if you need help. check,🎉,calendar,polite,train
115,"I sent it; Noted, I'll take it from here.",🤩,,polite,train
116,"Can you redo this now, ? time",🤗,,polite,train
117,"Can you confirm this next hour, ? ping",👏,,polite,train
118,"I finished it; Understood, send me the link.",👏,mic-drop,polite,train
119,I appreciate the work. please,🤞,100,polite,train
120,I appreciate the PR. now,👍,,polite,train
121,"Thanks for the PR, that was polished.",🤝,coffee,polite,train
122,Please update the ticket next hour. thanks,🙏,pinch,polite,test
123,It would be fine if you can ship it after lunch. wow,🙄,exclamation,polite,val
124,Could you clarify this soon ? really,🙂,cheers,polite,val
125,"I checked it; Got it, add a note. clarify",🤗,,polite,train
126,"Thanks for the task, that was thoughtful. sync",,alarm,polite,train
127,I appreciate the PR.,👍,lightbulb,polite,train
128,Please send the change before standup.,,grimace,polite,train
129,This is thoughtful. Could you also clean the other part? done,🙂,chip,polite,test
130,This is fine. Could you also finish the other part? really,💖,sunglasses,polite,val
131,"Hi, your change looks fine. fix",😁,thumbs-up,polite,test
132,"Thanks for the change, that was nice. sure",,eyeroll-hard,polite,train
133,Could you ship this soon ? really,🤗,mindblown,polite,train
134,Noted. Let me know if you need help.,🙂,,polite,train
135,Could you update this before standup ? note,😄,medal,polite,val
136,"Can you redo this soon, ? note",,pinch,polite,train
137,"Thanks, Got it. add a note really",💖,chart-up,polite,train
138,This is helpful. Could you also update the other part? time,😁,ok,polite,train
139,Please finish the idea now. gentle,🙌,satellite,polite,test
140,"Hi, your work looks clear. firm",🎉,calendar,polite,train
141,"I deployed it; All good, ping me if stuck. work",✨,zzz,polite,train
142,I appreciate the PR. again,😁,cross,polite,train
143,All good. Let me know if you need help. ping,🙂,,polite,train
144,It would be clear if you can clean it tomorrow. help,✨,satellite,polite,val
145,I appreciate the ticket. okay,✨,explode,polite,train
146,"Can you send this soon, please? update",💖,bulb,polite,train
147,"I sent it; Got it, send me the link. clarify",,paperclip,polite,val
148,"Can you deploy this now, please? time",🙏,,polite,val
149,Understood. Let me know if you need help.,👏,tea,polite,train
150,"I explained it; All good, add a note.",😊,100,polite,train
151,"I sent it; Understood, we can sync later. tone",,sleepy,polite,val
152,"Hey, your doc looks careful. again",🎉,tada,polite,train
153,Please update the doc tomorrow. maybe,👏,bulb,polite,train
154,"Hi, your update looks careful. wow",😕,hmm,polite,train
155,Please review the PR today.,✨,hug,polite,train
156,"Can you send this soon, ?",🤗,neutral,polite,train
157,It would be fine if you can ship it after lunch. now,😄,cheers,polite,test
158,Could you check this after lunch ? help,😄,cheers,polite,train
159,I appreciate the update.,✨,boo-hard,polite,train
160,"Thanks, Okay. please share the details wow",🙏,,polite,val
161,I appreciate the branch. send,🎉,party-popper,polite,test
162,"Can you fix this before standup, ? sure",😊,idea,polite,test
163,Understood. Let me know if you need help. maybe,🤝,sunglasses,polite,train
164,"Thanks for the PR, that was helpful. gentle",🙏,applause,polite,train
165,This is careful. Could you also confirm the other part?,,key,polite,train
166,It would be nice if you can update it after lunch.,😌,facepalm-hard,polite,train
167,It would be solid if you can send it when you can. ship,✨,boom-hard,polite,test
168,"Thanks for the idea, that was great. great",😕,music,polite,train
169,Please confirm the doc after lunch. firm,😄,bell,polite,train
170,"I reviewed it; Okay, we can sync later. help",✨,,polite,train
171,Could you redo this next hour ? context,😁,thumbs-down,polite,val
172,Please clarify the ticket next hour. stop,,sunglasses,polite,train
173,"Can you finish this today, please?",😐,explode,polite,train
174,"I clarified it; Noted, please share the details. version",😐,link,polite,train
175,Please confirm the doc tomorrow.,👏,ok,polite,train
176,"Can you deploy this after lunch, please? okay",🤗,applause,polite,train
177,I appreciate the report.,🤩,bulb,polite,train
178,Got it. Let me know if you need help. explain,🤩,cheers,polite,train
179,"Thanks, Makes sense. send me the link",🤗,video,polite,train
180,"Thanks, All good. send me the link work",😕,guitar,polite,train
181,"Can you redo this now, ? context",👏,huh,polite,train
182,"I cleaned it; Noted, please share the details. ping",😌,blush,polite,train
183,I appreciate the idea. send,🥳,sleepy,polite,train
184,Please redo the doc now. gentle,🙂,chart-up,polite,val
185,"Can you explain this next hour, ? really",,camera,polite,train
186,Please clarify the change today.,😊,,polite,train
187,"Hi, your update looks fine. detail",✨,,polite,val
188,"Can you clarify this by EOD, ?",👍,cry,polite,test
189,It would be fine if you can clarify it ASAP. okay,😬,wave,polite,train
190,Please review the update by EOD.,😄,wave,polite,test
191,"I checked it; Okay, send me the link.",😊,yawn,polite,train
192,I appreciate the branch.,✨,ok,polite,test
193,This is useful. Could you also review the other part?,🙌,ghost,polite,train
194,"Thanks, Okay. send me the link gentle",🙄,popcorn,polite,train
195,"I updated it; Understood, send me the link. redo",🙌,antenna,polite,train
196,"I finished it; Got it, please share the details. work",🎉,key,polite,train
197,This is careful. Could you also redo the other part?,😌,bell,polite,train
198,"Thanks, Makes sense. send me the link firm",🎉,wifi,polite,val
199,Please clarify the ticket before standup. update,😊,chart-up,polite,train
200,"Thanks, Got it. please share the details check",,angry,polite,train
201,This is solid. Could you also fix the other part? sync,,zzz,polite,val
202,"I clarified it; All good, please share the details. tone",👍,popcorn,polite,test
203,Please fix the patch soon.,💖,cheers,polite,val
204,"I cleaned it; All good, I'll take it from here. version",😊,thumbs-down,polite,train
205,Got it. Let me know if you need help.,🤩,hug,polite,train
206,Makes sense. Let me know if you need help.,🥳,trophy,polite,test
207,Okay. Let me know if you need help. tone,💖,thumbs-up,polite,val
208,"Thanks, Okay. please share the details done",🙂,alarm,polite,val
209,Got it. Let me know if you need help. clean,🙏,popcorn,polite,train
210,This is polished. Could you also confirm the other part?,🙏,boo,polite,train
211,I appreciate the task. deploy,🤩,chart-up,polite,train
212,Could you redo this ASAP please?,✨,cross,polite,train
213,"Can you ship this next hour, please? already",🤝,ok-hand,polite,train
214,Makes sense. Let me know if you need help. later,😁,popcorn,polite,train
215,"I explained it; Noted, please share the details. ping",,music,polite,test
216,"Thanks for the report, that was nice. again",🤦,facepalm-hard,polite,train
217,I appreciate the ticket. sync,😌,yawn,polite,test
218,"Can you clean this ASAP, ? sarcasm",🤦,spark,polite,val
219,I appreciate the PR. check,😄,target,polite,train
220,"Hey, your report looks helpful. fix",😁,clap,polite,val
221,It would be careful if you can redo it before standup.,👏,,polite,train
222,This is helpful. Could you also check the other part?,😉,pointer,polite,train
223,This is nice. Could you also send the other part?,🤞,cry,polite,train
224,I appreciate the change.,,mic-drop,polite,train
225,It would be fine if you can clarify it before standup. check,😕,guitar,polite,val
226,"Thanks, Okay. send me the link sarcasm",🤝,eyeroll,polite,train
227,"Thanks for the doc, that was thoughtful. thanks",🙂,key,polite,train
228,"Thanks, All good. I'll take it from here sure",🙂,rainbow,polite,train
229,I appreciate the patch. clarify,😉,facepalm,polite,train
230,Please deploy the PR ASAP. sure,🤗,lightbulb,polite,train
231,"I deployed it; Makes sense, I'll take it from here. review",👏,lock,polite,val
232,It would be nice if you can clarify it by EOD.,😁,,polite,train
233,"I cleaned it; Okay, I'll take it from here.",🤗,rainbow,polite,val
234,Understood. Let me know if you need help. context,🥳,hearts,polite,val
235,Could you ship this before standup ? firm,😊,cry,polite,train
236,Could you explain this now ? redo,🤞,ok-hand,polite,train
237,Please finish the idea today.,✨,,polite,train
238,I appreciate the task. already,🥳,,polite,train
239,I appreciate the change. review,🤗,clap,polite,train
240,"I fixed it; Understood, we can sync later. work",😬,calendar,polite,train
241,Could you review this after lunch ? gentle,🤩,chain,polite,val
242,"Thanks, Makes sense. ping me if stuck stop",🙄,hourglass,polite,test
243,Could you check this before standup ? deploy,😁,rocket,polite,val
244,It would be solid if you can send it soon. sync,🙂,applause,polite,test
245,This is helpful. Could you also finish the other part?,✨,,polite,train
246,Please explain the patch after lunch. idea,👏,,polite,train
247,"Thanks for the task, that was great.",🥳,rocket,polite,val
248,"Thanks for the ticket, that was great. nice",🤩,sleepy,polite,train
249,Could you confirm this tomorrow ?,😁,applause,polite,train
250,"Thanks for the branch, that was solid. wow",👏,,polite,train
251,I appreciate the update. sarcasm,🙌,chip,polite,train
252,"Hello, your module looks nice.",🤗,grimace,polite,test
253,This is helpful. Could you also check the other part? ping,😌,mindblown,polite,test
254,Makes sense. Let me know if you need help. work,🤞,bulb,polite,val
255,"Thanks for the ticket, that was great. help",🤝,,polite,train
256,"Thanks for the report, that was careful.",👏,confused,polite,train
257,It would be fine if you can update it today. work,🥳,salute,polite,train
258,"Can you explain this before standup, ?",😉,,polite,train
259,"I sent it; Okay, ping me if stuck. send",,hourglass,polite,val
260,"Thanks, Understood. I'll take it from here review",👏,eyeroll-hard,polite,train
261,Got it. Let me know if you need help.,🙏,hourglass,polite,train
262,I appreciate the doc. review,😉,rocket,polite,train
263,"Thanks for the work, that was great.",🤩,,polite,val
264,"Thanks, Noted. please share the details okay",😁,glow,polite,train
265,Please ship the ticket when you can. now,🤞,facepalm-hard,polite,train
266,I appreciate the change. now,🎉,dart,polite,train
267,Okay. Let me know if you need help. help,,cheers,polite,train
268,"Thanks for the update, that was helpful. firm",✨,party,polite,val
269,"Thanks for the module, that was helpful. okay",😊,popcorn,polite,train
270,"Thanks, Okay. send me the link",🙏,dart,polite,test
271,I appreciate the branch. note,😌,trophy,polite,test
272,"Hey, your branch looks fine.",💖,rocket,polite,train
273,This is clear. Could you also check the other part? version,😉,,polite,train
274,I appreciate the idea.,🙂,,polite,test
275,Please check the task soon. ship,🤞,shrug,polite,train
276,"Thanks, Noted. we can sync later",🤝,boo-hard,polite,train
277,Please clarify the PR by EOD.,🤝,zzz,polite,test
278,Could you update this ASAP ?,,hmm,polite,train
279,It would be thoughtful if you can finish it when you can.,😉,salute,polite,train
280,Understood. Let me know if you need help.,😬,,polite,val
281,Could you clean this after lunch please? now,👏,,polite,train
282,Makes sense. Let me know if you need help. sync,🤗,alarm,polite,train
283,"I fixed it; All good, please share the details. thanks",🙏,shrug,polite,val
284,"I reviewed it; Noted, please share the details. okay",🙂,,polite,train
285,Okay. Let me know if you need help.,😉,,polite,train
286,"I checked it; Understood, ping me if stuck. deploy",✨,,polite,train
287,"Can you review this after lunch, please? context",😁,cheers,polite,train
288,"Thanks, Makes sense. I'll take it from here",💖,target,polite,train
289,It would be thoughtful if you can clarify it today. please,😌,zzz,polite,val
290,"Hello, your idea looks careful. sarcasm",😌,grimace,polite,train
291,Could you deploy this next hour ? maybe,🙌,guitar,polite,train
292,Makes sense. Let me know if you need help. work,🙌,mic-drop,polite,train
293,"Can you redo this ASAP, ?",😌,clap,polite,train
294,"Thanks, Got it. we can sync later",🙌,hourglass,polite,val
295,"Thanks for the work, that was careful.",✨,,polite,train
296,"Can you clean this before standup, ? review",🙌,lightbulb,polite,test
297,Could you clean this now ? detail,🤩,coffee,polite,train
298,All good. Let me know if you need help.,🤩,ghost,polite,val
299,"Thanks for the patch, that was careful. detail",😁,explode,polite,train
300,"Hello, your task looks solid.",🙌,satellite,polite,train
301,Please deploy the task before standup. ping,😄,dart,polite,train
302,"Can you redo this today, please? really",🤞,,polite,train
303,"Can you ship this before standup, please? please",🙂,100,polite,train
304,"Hi, your patch looks thoughtful. redo",💖,,polite,val
305,Please explain the change before standup.,👏,boo-hard,polite,train
306,"Thanks, Okay. please share the details later",🤗,celebrate,polite,train
307,Could you check this next hour ? check,🤩,dart,polite,train
308,It would be fine if you can fix it before standup. time,🤞,grimace,polite,train
309,"Thanks, All good. ping me if stuck idea",😐,target,polite,test
310,"I redid it; Okay, we can sync later.",🙂,fire,polite,train
311,"I fixed it; Noted, add a note. thanks",🤩,clap,polite,train
312,Please deploy the module soon.,👍,coffee,polite,train
313,"Thanks, Understood. add a note",🙏,,polite,train
314,"Thanks for the report, that was nice. okay",✨,boom-hard,polite,test
315,"Thanks, Got it. ping me if stuck",👏,thumbs-side,polite,train
316,Please fix the doc next hour. fine,😉,thumbs-up,polite,test
317,"Can you explain this after lunch, please? nice",😉,plug,polite,train
318,It would be polished if you can review it before standup. already,😁,trophy,polite,val
319,"I cleaned it; Okay, send me the link.",🙏,sunglasses,polite,train
320,"Hey, your idea looks useful. later",😉,neutral,polite,train
321,"Thanks, All good. send me the link check",😁,skull,polite,train
322,"Thanks for the PR, that was useful. sure",,unlock,polite,train
323,This is careful. Could you also confirm the other part? thanks,💖,rocket,polite,train
324,This is clear. Could you also explain the other part? ship,🤝,chain,polite,train
325,I appreciate the report. context,🙏,eyeroll-hard,polite,train
326,"Hey, your idea looks useful. help",👍,,polite,val
327,"Can you send this when you can, ?",🤞,coffee,polite,train
328,Please deploy the module ASAP. time,😐,star,polite,train
329,Makes sense. Let me know if you need help. sync,😕,thumbs-side,polite,train
330,"Can you send this after lunch, ?",😕,,polite,train
331,"Thanks for the module, that was clear. ship",😉,coffee,polite,test
332,This is great. Could you also fix the other part? wow,👏,medal,polite,train
333,"I explained it; Understood, please share the details. great",👏,key,polite,train
334,"Hi, your task looks nice. help",🎉,zzz,polite,train
335,Got it. Let me know if you need help. thanks,😌,,polite,train
336,I appreciate the idea. clarify,👍,skull,polite,train
337,"Thanks for the PR, that was thoughtful. context",🙌,rocket,polite,train
338,"Hello, your report looks useful.",🙏,,polite,test
339,Please redo the module ASAP.,👏,star,polite,train
340,It would be solid if you can confirm it next hour. context,🥳,dart,polite,test
341,"I sent it; Makes sense, I'll take it from here. fine",😉,thumbs-down,polite,train
342,"Thanks, Understood. ping me if stuck sure",😉,glow,polite,train
343,"I fixed it; All good, ping me if stuck.",🥳,question,polite,train
344,Could you review this when you can ? thanks,🙏,link,polite,test
345,All good. Let me know if you need help. clean,🙏,hourglass,polite,train
346,Please update the work next hour. check,👍,trophy,polite,test
347,Could you ship this after lunch please? context,😉,boom,polite,train
348,"Thanks for the patch, that was helpful. wow",🎉,pointer,polite,val
349,This is fine. Could you also fix the other part? sync,👏,paperclip,polite,val
350,"Can you check this before standup, please? fine",💖,antenna,polite,train
351,"Can you fix this after lunch, please? later",😄,fire,polite,train
352,Makes sense. Let me know if you need help. ping,🙂,neutral,polite,train
353,"Hello, your PR looks clear.",😕,mic-drop,polite,train
354,This is polished. Could you also explain the other part? again,🎉,,polite,train
355,It would be solid if you can confirm it before standup.,👍,target,polite,train
356,This is great. Could you also check the other part?,😊,wave,polite,train
357,All good. Let me know if you need help.,😌,,polite,train
358,"Hello, your branch looks fine. sarcasm",🙏,boo,polite,train
359,I appreciate the update.,👏,ghost,polite,val
360,Please review the module today.,🙂,glow,polite,train
361,It would be nice if you can ship it when you can. now,😐,pray,polite,train
362,Could you confirm this next hour please?,🤩,hmm,polite,train
363,"Thanks for the PR, that was nice. gentle",🤞,nerd,polite,train
364,Got it. Let me know if you need help.,👏,sleepy,polite,train
365,"Thanks for the idea, that was fine. explain",😉,chart-down,polite,train
366,It would be helpful if you can ship it ASAP. tone,🙏,skull,polite,train
367,I appreciate the PR.,🤩,celebrate,polite,test
368,"Hello, your branch looks fine. check",🤩,,polite,train
369,"Hey, your report looks solid. okay",✨,eyerub,polite,train
370,"Can you fix this soon, please? deploy",🙄,yawn,polite,train
371,"Hey, your change looks thoughtful. update",😁,boom,polite,train
372,"Thanks for the patch, that was great. firm",😁,,polite,train
373,Got it. Let me know if you need help. time,✨,,polite,test
374,"Thanks for the change, that was great.",🤗,lock,polite,val
375,"Can you explain this when you can, please? help",✨,clap,polite,train
376,It would be fine if you can redo it before standup.,✨,fire,polite,train
377,"Thanks for the idea, that was careful. review",🤞,ok,polite,val
378,"Can you clean this when you can, please? note",🎉,thumbs-side,polite,train
379,Could you confirm this when you can ? stop,😄,zzz,polite,val
380,"Hello, your report looks useful. detail",😉,facepalm-hard,polite,test
381,"I fixed it; Makes sense, please share the details. already",🙏,party-popper,polite,train
382,I appreciate the task.,🤦,thumbs-down,polite,train
383,It would be fine if you can explain it today.,🙂,wave,polite,train
384,Could you redo this tomorrow please? thanks,✨,,polite,train
385,Understood. Let me know if you need help. please,😁,pray,polite,val
386,"Thanks for the patch, that was clear. great",🙏,rocket,polite,test
387,Please clarify the idea when you can.,🎉,trophy,polite,val
388,"Thanks, Okay. I'll take it from here help",,unlock,polite,test
389,Could you update this when you can please? sarcasm,🎉,slow-clap,polite,train
390,It would be thoughtful if you can deploy it before standup. now,🤗,party-popper,polite,test
391,"Thanks, Makes sense. ping me if stuck",💖,zzz,polite,train
392,This is nice. Could you also redo the other part? maybe,✨,guitar,polite,val
393,"I checked it; Okay, please share the details.",😊,,polite,val
394,"Can you explain this by EOD, ? deploy",🤩,sparkles,polite,train
395,"Can you review this when you can, please? fix",🤞,eyeroll-hard,polite,train
396,"Hello, your update looks useful. version",🙄,,polite,train
397,This is helpful. Could you also redo the other part? check,😕,sigh,polite,train
398,I appreciate the idea. update,😉,,polite,val
399,I appreciate the patch.,😌,bell,polite,train
400,Got it. Let me know if you need help. version,💖,confused,polite,train
401,"Hello, your doc looks useful.",😄,boom-hard,polite,val
402,Please deploy the PR after lunch. work,🙂,angry,polite,test
403,I appreciate the branch.,👍,music,polite,val
404,"Thanks for the idea, that was solid. please",🤝,unlock,polite,train
405,Makes sense. Let me know if you need help. wow,,,polite,train
406,"Can you deploy this now, please? work",🙌,,polite,train
407,This is helpful. Could you also deploy the other part? context,😊,,polite,val
408,"I explained it; All good, please share the details. later",😌,target,polite,train
409,"Thanks for the update, that was thoughtful. maybe",🤞,unlock,polite,train
410,"I deployed it; Noted, we can sync later.",🤗,calendar,polite,train
411,Please deploy the PR by EOD. clean,😉,party,polite,val
412,"I reviewed it; Makes sense, send me the link. again",🤩,angry,polite,train
413,Please review the module today. already,✨,bicep,polite,train
414,Please ship the ticket before standup.,,wink,polite,test
415,It would be nice if you can clean it after lunch.,🙂,thumbs-up,polite,val
416,Please check the work now. deploy,🥳,sleepy,polite,val
417,"Hello, your module looks clear. ping",🤩,hmm,polite,train
418,"Thanks, Noted. add a note",🙄,boom,polite,train
419,Please explain the doc when you can. clean,✨,,polite,val
420,It would be polished if you can review it soon. deploy,✨,spark,polite,train
421,"I sent it; Got it, we can sync later. clean",🤩,chip,polite,train
422,"Can you redo this next hour, ?",💖,boo,polite,train
423,Please update the doc ASAP. time,✨,spark,polite,train
424,"I reviewed it; Okay, ping me if stuck. context",🙌,,polite,train
425,"Hello, your branch looks careful. gentle",🤞,hug,polite,train
426,Makes sense. Let me know if you need help. nice,😉,camera,polite,train
427,All good. Let me know if you need help. fix,👍,gasp,polite,train
428,"Hi, your PR looks great. stop",😄,,polite,test
429,"I sent it; Makes sense, add a note. sure",😌,question,polite,train
430,Noted. Let me know if you need help.,🙂,mic-drop,polite,train
431,Noted. Let me know if you need help.,😌,eyeroll-hard,polite,train
432,"Thanks, All good. send me the link detail",😁,star2,polite,train
433,"I reviewed it; Noted, I'll take it from here. gentle",🙂,thumbs-side,polite,train
434,Makes sense. Let me know if you need help.,👍,,polite,train
435,This is solid. Could you also finish the other part?,🥳,zzz,polite,train
436,"Thanks for the module, that was useful.",🤝,calendar,polite,test
437,"Thanks, Got it. we can sync later note",🤞,popcorn,polite,train
438,"Can you finish this tomorrow, ? clean",👍,slow-clap,polite,train
439,This is polished. Could you also deploy the other part? nice,🥳,salute,polite,val
440,I appreciate the doc. sure,🤝,chart-down,polite,train
441,It would be fine if you can send it now.,😌,tears-of-joy,polite,train
442,Could you clean this now please? sarcasm,🤝,key,polite,val
443,Okay. Let me know if you need help. please,🤩,applause,polite,train
444,"Thanks for the module, that was useful. firm",👍,cry,polite,train
445,"Thanks, Makes sense. ping me if stuck",👏,lock,polite,train
446,Please explain the task now.,🤞,,polite,train
447,Please deploy the work tomorrow. fine,🤝,sigh,polite,train
448,Okay. Let me know if you need help. already,👍,sleepy,polite,train
449,It would be solid if you can update it ASAP. fine,😊,thumbs-down,polite,train
450,Okay. Let me know if you need help.,🎉,tears-of-joy,polite,train
451,It would be fine if you can clean it now.,👏,,polite,train
452,"Hello, your task looks thoughtful.",🤦,camera,polite,train
453,"Hey, your report looks great. time",,sunglasses,polite,val
454,I appreciate the change.,👍,tea,polite,train
455,"Thanks for the branch, that was fine. time",😄,,polite,test
456,Got it. Let me know if you need help.,😉,whistle,polite,test
457,"Can you update this today, please? clarify",🤗,huh,polite,train
458,"Hey, your task looks thoughtful.",👏,hourglass,polite,train
459,This is great. Could you also clarify the other part? sarcasm,,,polite,test
460,This is great. Could you also ship the other part? send,,ok-hand,polite,test
461,I appreciate the patch.,🥳,guitar,polite,val
462,Noted. Let me know if you need help. fix,👏,rocket,polite,test
463,Please ship the ticket ASAP. sure,🤩,tears-of-joy,polite,train
464,"I updated it; Okay, I'll take it from here. deploy",✨,party,polite,val
465,Please clean the work today. gentle,🙏,,polite,train
466,It would be solid if you can send it next hour. context,😁,guitar,polite,train
467,"Can you redo this before standup, ? maybe",,chart-down,polite,test
468,Please review the PR next hour.,😁,sweat,polite,train
469,"I reviewed it; Makes sense, ping me if stuck. tone",😕,cry,polite,train
470,"Hi, your module looks solid. stop",😉,calendar,polite,train
471,I appreciate the change.,👍,idea,polite,train
472,Please explain the PR now.,✨,sleepy,polite,test
473,"Thanks for the branch, that was helpful. context",👏,boom-hard,polite,val
474,Please finish the doc next hour. again,🙂,pointer,polite,train
